label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
ABCA7,0.02928932,0.8576174,0.9167651,5.659964,0.182843,-6.372916,0.02928932,0.06670643,0.03774193
ABCA8,0.072853834,0.754168424,0.850477217,5.695853604,0.319542153,-6.357584481,0.072853834,0.122531655,0.070337316
ABCA9,0.177874524,0.244466731,0.423121596,5.776186315,1.216522654,-5.713171123,0.177874524,0.611780234,0.373534808
ABCB1,-0.050190021,0.831561029,0.900873859,5.480314234,-0.216826014,-6.244434522,0.050190021,0.080105872,0.045336015
ABCB10,-0.1266086,0.3708597,0.5515514,6.401538,-0.9254389,-6.407518,0.1266086,0.4307903,0.258414
ABCB11,0.260986507,0.093734869,0.229087432,5.675586919,1.801993011,-4.86348037,0.260986507,1.028098822,0.639998737
ABCB4,0.306226092,0.11305482,0.257955753,5.629165339,1.693814405,-4.996194828,0.306226092,0.946710916,0.588454782
ABCB5,-0.30984997,0.162702033,0.324941708,5.249226348,-1.476019176,-5.106811429,0.30984997,0.788607021,0.488194542
ABCB6,-0.277144636,0.057710595,0.167577857,6.080727704,-2.072641663,-4.651323217,0.277144636,1.23874445,0.775783367
ABCB7,-0.101828541,0.392293905,0.571125739,6.120832935,-0.883527806,-6.236802027,0.101828541,0.40638844,0.243268267
ABCB8,0.13765788,0.24492928,0.423608126,6.188800667,1.215268517,-5.942519272,0.13765788,0.610959295,0.373035717
ABCB9,0.09751732,0.3850813,0.5651995,6.391887,0.8974525,-6.418705,0.09751732,0.4144476,0.2477982
ABCC1,-0.393607254,0.000733484,0.008091717,6.385283522,-4.332758182,-0.60621464,0.393607254,3.134609497,2.091959337
ABCC10,-0.180458353,0.236018936,0.414219665,6.127638807,-1.239761388,-5.87375407,0.180458353,0.627053151,0.382769287
ABCC11,0.019671705,0.923097412,0.954739747,5.56766567,0.098338477,-6.321594814,0.019671705,0.034752467,0.020114997
ABCC12,0.093736407,0.653753772,0.779985506,5.436169423,0.458609469,-6.132596882,0.093736407,0.184585793,0.107913468
ABCC2,0.273130299,0.098416755,0.236223231,5.805465782,1.774079868,-4.977515208,0.273130299,1.006930957,0.626677395
ABCC3,0.639501477,0.00324157,0.023594233,5.80400223,3.564029594,-1.772673109,0.639501477,2.489244598,1.627194131
ABCC4,-0.366373973,0.011442173,0.056806342,5.879344565,-2.921222875,-3.05269212,0.366373973,1.9414915,1.245603173
ABCC5,-0.07369365,0.6743357,0.7952943,5.957099,-0.4294246,-6.453678,0.07369365,0.1711238,0.09947215
ABCC6,0.634997464,0.000559448,0.006654955,5.809389026,4.475906647,-0.079952066,0.634997464,3.252240641,2.17685488
ABCC8,0.283253644,0.103603907,0.244042146,5.798478488,1.744499233,-5.014641158,0.283253644,0.984623866,0.612535165
ABCC9,0.320205804,0.059968131,0.171598712,5.780935959,2.051641155,-4.521376362,0.320205804,1.222079484,0.765485977
ABCD1,-0.332575029,0.051514389,0.155383438,6.080139387,-2.134450968,-4.548490627,0.332575029,1.288071444,0.808595273
ABCD2,0.198564836,0.183508993,0.352939705,5.729920442,1.401330576,-5.459495239,0.198564836,0.736342647,0.452299482
ABCD3,-0.207068471,0.216316998,0.391166518,5.917938609,-1.296627552,-5.699185068,0.207068471,0.664909352,0.407638326
ABCD4,0.243162402,0.169574297,0.334368576,5.919843969,1.45051274,-5.501852003,0.243162402,0.770639974,0.475774545
ABCE1,-0.334003956,0.108281034,0.250199787,5.923778404,-1.71892921,-5.130946576,0.334003956,0.965447604,0.601713064
ABCF1,-0.85595079,0.000278568,0.00396556,5.967468865,-4.850298595,0.548992041,0.85595079,3.555068779,2.401695495
ABCF2,-0.132320574,0.422374329,0.597310921,6.230037367,-0.827234734,-6.357173036,0.132320574,0.374302486,0.223799545
ABCF3,-0.284318714,0.149349934,0.307327213,5.889142454,-1.528281803,-5.386625589,0.284318714,0.825794964,0.512398983
ABCG1,0.645830352,0.000700673,0.007831515,5.87773765,4.356863855,-0.319213071,0.645830352,3.154484912,2.106154243
ABCG2,0.147477952,0.466704173,0.636819391,5.323365675,0.748835529,-5.893908279,0.147477952,0.330958316,0.195983721
ABCG4,0.447687526,0.023095603,0.090945937,5.676892701,2.559449125,-3.588857086,0.447687526,1.636470691,1.041216697
ABCG5,0.37410489,0.078081945,0.20282844,5.55444808,1.905370881,-4.636569527,0.37410489,1.107449378,0.69287115
ABCG8,0.027635831,0.881191904,0.930240732,5.545816671,0.152291631,-6.299514447,0.027635831,0.054929502,0.031404648
ABHD1,0.601705971,0.009242637,0.048943788,5.522627614,3.030230776,-2.66939678,0.601705971,2.034204081,1.310302422
ABHD10,0.094031645,0.589670701,0.733532637,5.880396983,0.55234387,-6.354846168,0.094031645,0.229390451,0.134580558
ABHD11,-0.24548653,0.032423298,0.114366372,6.241551674,-2.381812198,-4.217086065,0.24548653,1.489142808,0.941701654
ABHD12,-0.430637408,0.006783157,0.039627468,6.231980635,-3.187851379,-2.716235393,0.430637408,2.168568159,1.402003676
ABHD12B,0.293530972,0.108419686,0.250280267,5.712629361,1.718186167,-5.004039224,0.293530972,0.964891856,0.60157339
ABHD13,0.02088629,0.8845559,0.9321701,5.945741,0.1479451,-6.532993,0.02088629,0.05327471,0.03050483
ABHD14A,0.113584564,0.468724028,0.638305408,5.707442874,0.745377202,-6.128352251,0.113584564,0.329082783,0.194971476
ABHD14B,-0.699098654,4.29E-06,0.000188598,6.530220319,-7.348296652,4.528502406,0.699098654,5.367662151,3.724462724
ABHD15,0.07829993,0.624225072,0.75919975,5.807704482,0.501222314,-6.346081218,0.07829993,0.204658792,0.119643943
ABHD16A,-0.239768292,0.004426206,0.029188521,6.653790154,-3.405183679,-2.59594018,0.239768292,2.353968383,1.534787917
ABHD16B,0.335679815,0.078684331,0.203882804,5.540698721,1.901060247,-4.639549947,0.335679815,1.104111743,0.690619402
ABHD17A,-0.266754355,0.017310166,0.07473462,6.392961921,-2.708742141,-3.731524495,0.266754355,1.761698775,1.126478171
ABHD17B,-0.233868553,0.136913939,0.290648965,5.853854571,-1.580657755,-5.298957035,0.233868553,0.863552336,0.536631219
ABHD17C,0.32026611,0.065616562,0.181885213,5.904017992,2.002127022,-4.674656303,0.32026611,1.182986529,0.740202608
ABHD18,0.140087151,0.273453465,0.454911407,6.009251039,1.141248952,-5.921729092,0.140087151,0.563116569,0.342073173
ABHD2,-0.205114331,0.16371248,0.326219779,5.938030155,-1.472212992,-5.485063684,0.205114331,0.785918213,0.486489711
ABHD3,-0.441920803,0.037157091,0.124996936,5.864708852,-2.309677246,-4.142965251,0.441920803,1.429958293,0.903100632
ABHD4,-0.173377763,0.258284246,0.439248602,5.823784228,-1.179828476,-5.793099307,0.173377763,0.587902082,0.357289612
ABHD5,-0.390804352,0.016243635,0.071624506,6.071650495,-2.741503738,-3.469940842,0.390804352,1.789316782,1.14493836
ABHD6,0.307331765,0.120617654,0.26831538,5.706778812,1.655866305,-5.091093756,0.307331765,0.918589121,0.571354433
ABHD8,0.37392489,0.065328934,0.181380778,5.703561482,2.004551964,-4.55186635,0.37392489,1.184894431,0.74140874
ABI1,-0.804308626,6.12E-06,0.000243164,6.584283981,-7.114086368,4.161733705,0.804308626,5.213310682,3.614101421
ABI2,-0.01463104,0.9128121,0.9478285,6.245956,-0.1115459,-6.715287,0.01463104,0.03961861,0.02327023
ABI3,0.289579459,0.042797176,0.137861825,6.014157487,2.234311915,-4.347616931,0.289579459,1.368584884,0.860555977
ABI3BP,0.354911853,0.052219962,0.156853045,5.487661274,2.127074529,-4.254289526,0.354911853,1.282163447,0.804507046
ABITRAM,0.02445322,0.8051258,0.8843681,6.466018,0.2515794,-6.865883,0.02445322,0.09413626,0.05336692
ABL1,-0.472996553,0.050268244,0.152694349,6.114468278,-2.147711564,-4.546830571,0.472996553,1.298706284,0.816177036
ABL2,-0.176923424,0.420602382,0.59600695,6.0108474,-0.830475999,-6.222974429,0.176923424,0.376128272,0.224748676
ABLIM1,-0.437199425,0.010229466,0.052661446,5.987962863,-2.978464683,-2.990750456,0.437199425,1.990147058,1.278507217
ABLIM2,0.560790575,0.01920918,0.080328089,5.641709661,2.654996288,-3.393697698,0.560790575,1.716491178,1.095132567
ABLIM3,0.31548473,0.201223553,0.374306969,5.675239248,1.343067201,-5.490898743,0.31548473,0.696321187,0.426772087
ABO,0.422392328,0.014245722,0.065679426,5.682679509,2.808963852,-3.14571583,0.422392328,1.846315528,1.182570652
ABR,-0.190150634,0.149874679,0.307822778,6.211451097,-1.526154646,-5.56153843,0.190150634,0.824271733,0.511699247
ABRA,0.259661022,0.134497254,0.287776975,5.562812082,1.591305706,-5.110554418,0.259661022,0.871286583,0.540943957
ABRACL,-0.967088959,2.49E-06,0.00013028,6.23729062,-7.715859914,5.124603066,0.967088959,5.603760693,3.88512179
ABRAXAS1,0.01443707,0.9414918,0.9654245,5.659211,0.07476233,-6.387252,0.01443707,0.02618347,0.01528168
ABRAXAS2,-0.01375643,0.9246379,0.9553497,6.021818,-0.09636201,-6.577985,0.01375643,0.03402832,0.01983764
ABT1,-0.03094116,0.8566757,0.9161255,6.063997,-0.184067,-6.587575,0.03094116,0.06718357,0.03804504
ABTB1,0.264810581,0.168375333,0.332601385,6.009539302,1.454899679,-5.542706742,0.264810581,0.773721533,0.478075947
ABTB2,-0.324960107,0.062380807,0.176265221,6.071595127,-2.029988355,-4.716836815,0.324960107,1.204949015,0.753833371
ACAA1,-0.199010766,0.041138831,0.134021636,6.508457721,-2.255449688,-4.640902327,0.199010766,1.38574805,0.872825085
ACAA2,-0.357224332,0.023992904,0.093571826,5.914961108,-2.539609629,-3.766941526,0.357224332,1.619917178,1.028854897
ACACA,-0.196489722,0.087132987,0.218367573,6.133234017,-1.843546385,-5.046880872,0.196489722,1.0598174,0.660811852
ACACB,0.316028448,0.250979774,0.430682583,5.659575905,1.199031081,-5.652655074,0.316028448,0.600361277,0.365842691
ACAD10,-0.100209338,0.628521434,0.761826111,5.730039902,-0.494964178,-6.313495323,0.100209338,0.201679907,0.118144146
ACAD11,0.01361117,0.9395374,0.9645855,5.786203,0.07726496,-6.46505,0.01361117,0.02708595,0.01565928
ACAD8,-0.01685249,0.9075358,0.9451212,5.945778,-0.1183291,-6.537102,0.01685249,0.04213621,0.02451251
ACAD9,-0.103383108,0.330725599,0.513858821,6.288108662,-1.008687052,-6.235955025,0.103383108,0.480532189,0.289156184
ACADL,0.418471111,0.028400411,0.104932354,5.676341622,2.451481452,-3.781758637,0.418471111,1.546675372,0.979090583
ACADM,-0.384789506,0.119919952,0.267496111,5.986709202,-1.659278843,-5.247223866,0.384789506,0.921108555,0.572682527
ACADS,-0.122580358,0.576493315,0.724476224,5.712069126,-0.572237941,-6.260150784,0.122580358,0.239205724,0.139975863
ACADSB,0.618859668,0.000681829,0.007657563,6.183139194,4.371238479,-0.423257725,0.618859668,3.16632431,2.115909441
ACADVL,-0.474664766,6.64E-06,0.00025612,6.743964866,-7.061187001,3.974643617,0.474664766,5.178018484,3.591556727
ACAN,0.066108791,0.685061153,0.802815637,5.704998063,0.414369855,-6.326653302,0.066108791,0.164270659,0.095384177
ACAP2,-0.403627151,0.007427864,0.042075536,6.194391519,-3.141621908,-2.783859978,0.403627151,2.129136059,1.375970341
ACAP3,-0.01328281,0.9321618,0.9601801,5.921441,-0.08671421,-6.528904,0.01328281,0.03050872,0.01764731
ACAT1,-0.506189044,0.001702508,0.015127373,6.148354612,-3.894326942,-1.319077946,0.506189044,2.76891089,1.820236483
ACAT2,-0.2156744,0.350198183,0.532063082,5.503377564,-0.967454937,-5.814484479,0.2156744,0.455686111,0.274036874
ACBD3,-0.506755182,0.000137708,0.002308773,6.551198891,-5.238539126,0.988321816,0.506755182,3.861040609,2.636618681
ACBD4,0.513400698,0.011514606,0.057059778,5.656344027,2.917996035,-2.92692509,0.513400698,1.938750901,1.243669919
ACBD5,-0.647700918,0.000166563,0.002658889,6.452513698,-5.13262443,0.866565686,0.647700918,3.778421046,2.575299789
ACBD6,-0.16565948,0.19223821,0.363551342,6.308625228,-1.372071112,-5.838062518,0.16565948,0.716160285,0.439434248
ACBD7,0.01500499,0.9302909,0.9587819,5.794048,0.08911236,-6.467953,0.01500499,0.03138124,0.01828019
ACCS,-0.143051557,0.538560372,0.694583494,5.350998943,-0.630897691,-5.989581545,0.143051557,0.268765605,0.158275541
ACCSL,0.112177302,0.645103514,0.773747697,5.502227127,0.470998236,-6.167856573,0.112177302,0.190370593,0.111400631
ACD,0.02049652,0.8959913,0.9388179,5.899851,0.1331918,-6.51353,0.02049652,0.04769621,0.02741863
ACE,-0.583433878,0.000394277,0.005153192,5.892902405,-4.662652714,0.219064128,0.583433878,3.404198537,2.287923647
ACE2,0.353340835,0.091247285,0.225009974,5.681446557,1.817333407,-4.834915173,0.353340835,1.039780048,0.64779823
ACER1,0.235605374,0.276456854,0.458682123,5.50435162,1.133805385,-5.644430141,0.235605374,0.558372639,0.338488186
ACER2,0.02245504,0.8724339,0.9258209,5.870509,0.1636221,-6.495132,0.02245504,0.05926746,0.03347301
ACER3,0.139336483,0.375304946,0.556006225,5.766260696,0.916613239,-6.019655987,0.139336483,0.425615712,0.254920346
ACHE,0.369083668,0.030229747,0.109397594,5.885751653,2.418704793,-3.955939921,0.369083668,1.519565488,0.960992228
ACIN1,0.194481418,0.015955614,0.070802017,6.63019692,2.750711246,-3.821945367,0.194481418,1.797086466,1.149954367
ACKR1,0.479695105,0.011822435,0.058068271,5.580960047,2.904502067,-2.926385847,0.479695105,1.927293078,1.236061102
ACKR2,0.005585411,0.971787,0.9830508,5.734198,0.03602312,-6.439051,0.005585411,0.0124289,0.007424049
ACKR3,0.193275555,0.243028216,0.421569425,5.61334386,1.220434885,-5.613608081,0.193275555,0.6143433,0.375130895
ACKR4,-0.028416826,0.893257808,0.937191523,5.38038303,-0.136715484,-6.198409628,0.028416826,0.049023179,0.028171648
ACLY,-0.569065785,0.000838543,0.008923918,6.351374342,-4.262430395,-0.711976163,0.569065785,3.076474432,2.049444434
ACMSD,0.438539675,0.070822684,0.190928878,5.512749057,1.959837263,-4.528602092,0.438539675,1.14982762,0.719128381
ACO1,-0.115896616,0.418801105,0.594546732,5.96814781,-0.833780078,-6.199019546,0.115896616,0.377992181,0.225814003
ACO2,-0.237914182,0.039351531,0.129830161,6.294780411,-2.279149056,-4.434148816,0.237914182,1.405038367,0.886624403
ACOD1,0.461856882,0.019892537,0.08219102,5.798370156,2.636911917,-3.507076058,0.461856882,1.701309826,1.085175631
ACOT1,0.183652013,0.310739273,0.494772158,5.933456519,1.052868362,-5.978297283,0.183652013,0.507603854,0.305594747
ACOT11,0.04377253,0.7889992,0.8741851,5.962879,0.2729381,-6.513752,0.04377253,0.1029234,0.05839661
ACOT12,0.634711454,0.002978657,0.022252947,5.610102193,3.607244398,-1.627276264,0.634711454,2.525979571,1.652612461
ACOT13,-0.41555493,0.005937053,0.036142877,5.920155858,-3.255668175,-2.440010038,0.41555493,2.226429042,1.441977278
ACOT2,0.266183658,0.055977946,0.16410298,5.966151882,2.089280794,-4.567940355,0.266183658,1.251983045,0.784883531
ACOT4,0.178206657,0.216433617,0.391281643,5.977912798,1.296279033,-5.727525834,0.178206657,0.664675284,0.407510526
ACOT6,0.386488824,0.046617475,0.145506629,5.652625562,2.188403968,-4.224779905,0.386488824,1.33145125,0.837117221
ACOT7,-0.438362998,0.028978,0.106205279,6.045136539,-2.440919774,-4.002009366,0.438362998,1.537931597,0.973853898
ACOT8,-0.274199869,0.043465006,0.139224514,6.167065257,-2.226016348,-4.441924627,0.274199869,1.361860257,0.85628429
ACOT9,0.263981754,0.077628509,0.202354176,5.781010459,1.908635539,-4.757244767,0.263981754,1.109978753,0.693887829
ACOX1,-0.227346207,0.144249166,0.300517756,6.2167321,-1.549296748,-5.533418335,0.227346207,0.840886688,0.522129863
ACOX2,0.257466502,0.152079886,0.310493663,5.821194866,1.517283887,-5.354134584,0.257466502,0.817928222,0.507947259
ACOX3,-0.176673684,0.197631517,0.370189935,5.971922342,-1.354532847,-5.65303644,0.176673684,0.704143796,0.431575393
ACOXL,-0.293038959,0.080143213,0.206431497,5.661039012,-1.89074301,-4.73537538,0.293038959,1.096133251,0.685224037
ACP1,-0.264768896,0.019469233,0.080937821,6.313533424,-2.648041747,-3.785528483,0.264768896,1.710651159,1.091848494
ACP2,-0.04214879,0.7790632,0.8678108,5.792696,-0.2861636,-6.430732,0.04214879,0.1084273,0.06157493
ACP3,0.069493511,0.65145868,0.777959959,5.749778329,0.461889139,-6.332926107,0.069493511,0.186113125,0.109042755
ACP4,0.039535463,0.87403612,0.926692202,5.4355263,0.161547674,-6.226955824,0.039535463,0.05847062,0.033064492
ACP5,0.406851996,0.076266194,0.200316803,5.837647355,1.918548966,-4.756588607,0.406851996,1.117667927,0.69828262
ACP6,0.07604332,0.3816082,0.5623113,6.511149,0.904221,-6.512008,0.07604332,0.4183823,0.2500232
ACP7,-0.138943406,0.612754662,0.750873912,5.274832194,-0.518033025,-6.014492137,0.138943406,0.212713376,0.124432985
ACR,0.088093676,0.693918498,0.809614929,5.759611956,0.402012037,-6.364723918,0.088093676,0.158691535,0.091721492
ACRBP,-0.341891917,0.133763879,0.286865079,5.265892411,-1.594569494,-4.956495395,0.341891917,0.873661145,0.542322317
ACRV1,0.293259548,0.09667638,0.233677334,5.760418182,1.78431507,-4.933434742,0.293259548,1.014679618,0.631383411
ACSBG1,0.369218258,0.135800759,0.28917464,5.605677889,1.585542215,-5.131873332,0.369218258,0.867097804,0.538839796
ACSBG2,0.571119245,0.013350859,0.062795294,5.797793204,2.842241828,-3.12131081,0.571119245,1.874490775,1.202072902
ACSF2,0.002857732,0.9683028,0.9813333,6.904998,0.0404744,-7.230687,0.002857732,0.01398883,0.008183478
ACSF3,-0.369294332,0.021796712,0.087510143,6.073852075,-2.589526918,-3.748937888,0.369294332,1.661609019,1.057941606
ACSL1,-0.110006378,0.413341775,0.590032432,6.058191862,-0.843851419,-6.236500477,0.110006378,0.383690699,0.229124116
ACSL3,-0.479198191,0.003443555,0.024585349,6.296223372,-3.533171152,-2.087415632,0.479198191,2.462993007,1.609323628
ACSL4,-0.296811672,0.064711843,0.180391506,6.247111654,-2.009787753,-4.854928286,0.296811672,1.189016232,0.743783916
ACSL5,0.622801498,0.000792291,0.008566515,5.857196937,4.292206645,-0.433585671,0.622801498,3.101115141,2.067195837
ACSL6,0.212427447,0.200463423,0.373583652,5.632578386,1.345479548,-5.474289875,0.212427447,0.697964857,0.427612137
ACSM1,0.578430701,0.034780926,0.119534075,5.716755134,2.344720465,-3.972418625,0.578430701,1.458658856,0.922508275
ACSM2A,0.212064486,0.236050852,0.414236753,5.633114085,1.239672373,-5.601962574,0.212064486,0.626994428,0.382751372
ACSM2B,0.365312928,0.073633619,0.195989041,5.743540657,1.938169885,-4.678908809,0.365312928,1.132923853,0.707768211
ACSM3,0.445552879,0.086291118,0.216970815,5.590643849,1.849046533,-4.733444065,0.445552879,1.064033903,0.66359868
ACSM4,0.306570763,0.064725767,0.180403396,5.542282745,2.009669105,-4.471738792,0.306570763,1.188922792,0.743755292
ACSM5,0.431968983,0.003093653,0.022772811,5.964380916,3.587886294,-1.821016785,0.431968983,2.509528405,1.642583361
ACSM6,0.226013883,0.159159601,0.320118874,5.739793794,1.489521653,-5.346523427,0.226013883,0.798167159,0.49468872
ACSS1,-0.154023382,0.321933576,0.506507741,6.082442269,-1.027876355,-6.079086276,0.154023382,0.492233727,0.295413913
ACSS2,-0.129988223,0.358510908,0.540036151,5.957130668,-0.950347614,-6.090422744,0.129988223,0.445497626,0.267577167
ACSS3,0.049777485,0.82023286,0.893942296,5.65687609,0.231681837,-6.359212854,0.049777485,0.086062836,0.048690514
ACTA1,0.422542662,0.007657734,0.042959687,5.805348115,3.126099954,-2.61388808,0.422542662,2.115899711,1.366938893
ACTA2,-0.281338012,0.123190169,0.272042534,6.232530155,-1.643430495,-5.410980381,0.281338012,0.909423949,0.565363189
ACTBL2,0.439848125,0.043952298,0.14027819,5.742926347,2.220038549,-4.210584543,0.439848125,1.357018415,0.853009845
ACTC1,0.125456909,0.418326585,0.594376997,5.920188253,0.834652037,-6.175291927,0.125456909,0.378484535,0.225938007
ACTG2,-0.781469645,0.000918401,0.00954534,6.27595544,-4.214786252,-0.756826223,0.781469645,3.036967626,2.020208585
ACTL10,-0.144677333,0.436706971,0.610218699,5.556813274,-0.801336146,-5.993665373,0.144677333,0.359809876,0.214514488
ACTL6A,-0.191268785,0.084578709,0.213876483,6.502265697,-1.860384549,-5.292824808,0.191268785,1.072738946,0.669836966
ACTL6B,-0.123730561,0.533630462,0.69141656,5.392024633,-0.638685938,-6.007685131,0.123730561,0.272759387,0.160260223
ACTL7A,0.424279663,0.044646218,0.141884875,5.568629476,2.211632419,-4.145665044,0.424279663,1.350215325,0.848063897
ACTL7B,0.192726201,0.382228681,0.562959158,5.18492876,0.903008649,-5.704309039,0.192726201,0.417676728,0.249523112
ACTL8,-0.845572476,3.86E-06,0.000174109,6.35387472,-7.418739853,4.679963834,0.845572476,5.413485256,3.759178479
ACTL9,0.292440763,0.058142275,0.168229787,5.767349797,2.06856803,-4.490525619,0.292440763,1.235507978,0.774097106
ACTN1,-0.559769309,6.44E-05,0.00132527,6.584755951,-5.670185793,1.748412718,0.559769309,4.190917004,2.877695734
ACTN2,0.445539893,0.118317476,0.265045183,5.714095758,1.667182702,-5.063992574,0.445539893,0.926951104,0.576680084
ACTN3,-0.389805248,0.105774691,0.246543605,5.287606244,-1.732507507,-4.772246467,0.389805248,0.975618234,0.608106258
ACTN4,-0.836128627,8.99E-10,2.10E-06,7.088268431,-14.78994906,12.91815974,0.836128627,9.046209078,5.677991946
ACTR10,-0.093200527,0.243609429,0.422224694,6.626743861,-1.218852027,-6.283590089,0.093200527,0.613305907,0.374456371
ACTR1A,-0.658159167,0.001494892,0.013721179,6.028610383,-3.961477521,-1.1387936,0.658159167,2.825390064,1.862608583
ACTR1B,-0.08413462,0.5057617,0.6693199,6.335019,-0.683503,-6.549943,0.08413462,0.296054,0.1743662
ACTR2,-0.569211354,9.02E-06,0.000322713,6.786992474,-6.863401455,3.647435825,0.569211354,5.044641439,3.491183198
ACTR3,-0.606484499,2.83E-05,0.000731079,6.685505659,-6.154329285,2.534423227,0.606484499,4.547604137,3.136035585
ACTR3B,0.162208158,0.233200805,0.411546254,6.13719177,1.247659092,-5.872741535,0.162208158,0.632269955,0.385581347
ACTR5,-0.093539605,0.507439431,0.670697324,5.786230329,-0.680765189,-6.2321768,0.093539605,0.294615789,0.173473426
ACTR6,-0.183777033,0.120159992,0.267874176,6.331611494,-1.658102836,-5.463890812,0.183777033,0.92024011,0.572069151
ACTR8,-0.223645567,0.227808322,0.405226052,5.968215481,-1.262983859,-5.762901416,0.223645567,0.642430414,0.392302641
ACTRT1,0.475674925,0.016592034,0.072573635,5.734047945,2.730576624,-3.304856266,0.475674925,1.780100369,1.139221125
