p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	absLogFC
8.69227136619196e-08	0.455394074140221	0.542	0.13	0.00187666138796084	D1	ANPEP	0.455394074140221
8.801725649079e-08	0.967532430367965	0.375	0.064	0.00190029256763616	D1	CXCL3	0.967532430367965
1.39317353940582e-07	0.526365348096091	0.5	0.118	0.00300786167157716	D1	ADGRF1	0.526365348096091
1.64848749750724e-07	0.649461537172664	0.75	0.257	0.00355908450711813	D1	MESP1	0.649461537172664
3.5095784336636e-07	0.616802684238814	0.708	0.228	0.00757717983827971	D1	PCDH7	0.616802684238814
4.03510005189589e-07	0.622045428225976	1	0.968	0.00871178101204323	D1	PABPC1	0.622045428225976
6.15543716097681e-07	1.07354895236714	0.917	0.503	0.0132895888305489	D1	RHOV	1.07354895236714
8.27642279474081e-07	0.875298293580145	0.75	0.289	0.0178687968138454	D1	CBR3	0.875298293580145
1.0089360872436e-06	0.629044849276317	0.125	0.006	0.0217829301235894	D1	MMP7	0.629044849276317
1.12646094260165e-06	0.319744660741363	0.25	0.035	0.0243202917507697	D1	ADAMTSL3	0.319744660741363
1.17218806394447e-06	0.348049087025737	0.125	0.006	0.0253075403005611	D1	AC105999.2	0.348049087025737
1.58398993200714e-06	0.52977958017789	0.667	0.272	0.0341983426320341	D1	SKAP2	0.52977958017789
2.42505280428537e-06	0.52962153392416	0.375	0.081	0.0523568900445212	D1	TFPI2	0.52962153392416
3.01882188160766e-06	0.729311105154186	1	0.63	0.0651763644239093	D1	NEK10	0.729311105154186
3.837268600868e-06	0.502541569954656	0.792	0.387	0.0828466290927401	D1	NOTCH3	0.502541569954656
3.93527472227066e-06	0.640856439654138	0.75	0.373	0.0849625812538236	D1	CD82	0.640856439654138
4.04322261285409e-06	0.29166777008753	0.208	0.026	0.0872931762115198	D1	PAPPA	0.29166777008753
4.40927479834089e-06	0.425489902219089	0.792	0.367	0.0951962428961799	D1	ACVR1B	0.425489902219089
5.12008627289041e-06	0.693012619934664	1	0.902	0.110542662631704	D1	CRABP2	0.693012619934664
6.03205282886336e-06	1.02403029673201	0.292	0.055	0.13023202057516	D1	LCN2	1.02403029673201
6.88933273939447e-06	0.469864534459744	0.667	0.277	0.148740693843527	D1	GMNN	0.469864534459744
8.28656472649673e-06	0.269233015195349	0.667	0.251	0.178906932445064	D1	THADA	0.269233015195349
1.21405321517667e-05	0.708702497197038	0.75	0.428	0.262114089156643	D1	GNPTAB	0.708702497197038
1.46086155908098e-05	0.612873057942772	0.958	0.812	0.315400010605583	D1	ITPR2	0.612873057942772
1.56293545679938e-05	0.823050753645834	0.958	0.942	0.337437765122985	D1	PDCD4	0.823050753645834
1.79915936754859e-05	0.584569056658655	0.625	0.272	0.38843850745374	D1	SDC2	0.584569056658655
2.0683682463313e-05	0.272315896832835	0.458	0.136	0.446560704382927	D1	CDKN2A	0.272315896832835
2.08044290974985e-05	0.486140335687251	1	0.991	0.449167624214993	D1	RPS15A	0.486140335687251
2.32632378781239e-05	0.689098563346921	0.875	0.561	0.502253305788695	D1	CLIC6	0.689098563346921
2.95278446221308e-05	0.431703943532478	0.708	0.376	0.637506165391804	D1	WWTR1	0.431703943532478
2.99406750459498e-05	0.535733442638444	0.917	0.63	0.646419174242056	D1	REXO2	0.535733442638444
3.35091859130301e-05	0.568958495378854	0.75	0.379	0.72346332386232	D1	RND1	0.568958495378854
3.44268612784248e-05	0.387736272274761	0.5	0.185	0.743275935001192	D1	SLC46A3	0.387736272274761
3.81892340043003e-05	0.736961713817388	0.375	0.101	0.824505562152845	D1	S100G	0.736961713817388
3.91129074250219e-05	0.263480576371748	0.542	0.182	0.844447671306223	D1	UPK1A	0.263480576371748
3.91768326555034e-05	0.851301423914105	1	0.945	0.845827817032318	D1	CD24	0.851301423914105
4.18201989734872e-05	0.256727058693154	0.333	0.081	0.902898095837589	D1	CARD16	0.256727058693154
5.09016794545255e-05	0.508039722337687	0.792	0.477	1	D1	CXADR	0.508039722337687
6.15586279163825e-05	0.354484098882687	0.292	0.069	1	D1	ACSM3	0.354484098882687
6.63139236813215e-05	0.495444228642427	0.833	0.428	1	D1	DHRS3	0.495444228642427
6.72892260719986e-05	0.540169793885293	0.958	0.821	1	D1	RSL1D1	0.540169793885293
6.79591605359003e-05	0.511749713861028	0.75	0.396	1	D1	CTPS2	0.511749713861028
7.7364342448288e-05	0.547393615644776	0.917	0.578	1	D1	BACH1	0.547393615644776
7.83734758755835e-05	0.330770198268474	0.583	0.228	1	D1	SIX1	0.330770198268474
8.47929751252481e-05	0.35780462647618	1	0.991	1	D1	RPLP2	0.35780462647618
0.00011274530170386	0.315380038196022	0.375	0.121	1	D1	PLEKHS1	0.315380038196022
0.000114180284497953	0.472206469617468	0.75	0.384	1	D1	MIR4435-2HG	0.472206469617468
0.000115430204834449	0.944692992235673	0.542	0.22	1	D1	S100P	0.944692992235673
0.00012305748553736	0.729214545843222	0.875	0.569	1	D1	MYC	0.729214545843222
0.000123846266396668	0.616660961746586	0.75	0.451	1	D1	LURAP1L	0.616660961746586
0.000125525820739579	0.467870987298281	0.583	0.237	1	D1	IL27RA	0.467870987298281
0.000136023076313972	0.26408670191852	0.708	0.286	1	D1	HOXA9	0.26408670191852
0.000143593560539158	0.303883321297123	0.542	0.208	1	D1	HOXA10-AS	0.303883321297123
0.000149274061665631	0.746450217744118	0.667	0.341	1	D1	IL20	0.746450217744118
0.000168365027139277	0.377949542885803	0.917	0.514	1	D1	CYP27A1	0.377949542885803
0.000169136817413232	0.305578610772566	0.708	0.327	1	D1	DDAH1	0.305578610772566
0.000172491020838251	0.520156675259703	1	0.795	1	D1	SLC7A2	0.520156675259703
0.000174165434345151	0.264117972839676	0.625	0.275	1	D1	PHACTR2	0.264117972839676
0.000196605112438834	0.705997130713183	1	0.757	1	D1	CITED4	0.705997130713183
0.000196709760485404	0.442165011307967	1	0.991	1	D1	RPL39	0.442165011307967
0.000203142465094382	0.331695945258081	0.75	0.358	1	D1	MTMR4	0.331695945258081
0.000205296918486286	0.44829665453194	0.917	0.775	1	D1	RPL22L1	0.44829665453194
0.000221417071500769	0.396787338044495	0.958	0.59	1	D1	FNTA	0.396787338044495
0.000258056995530116	0.433419014596351	1	0.991	1	D1	RPS19	0.433419014596351
0.00026091971126955	0.280059407535807	0.417	0.15	1	D1	MOCOS	0.280059407535807
0.000282523942981077	0.28159109735031	0.5	0.217	1	D1	C11orf74	0.28159109735031
0.000293397529371298	0.799245461772155	0.75	0.526	1	D1	RP1	0.799245461772155
0.000294236275341142	0.30309346874527	0.542	0.228	1	D1	B3GALT5	0.30309346874527
0.000333803820741874	0.289139276893786	0.75	0.379	1	D1	COQ8A	0.289139276893786
0.000353489089525931	0.289248190320155	0.542	0.24	1	D1	AL591895.1	0.289248190320155
0.000361472167039016	0.358787985131746	0.625	0.332	1	D1	NAA25	0.358787985131746
0.00038372261597083	0.413434849301102	0.75	0.52	1	D1	HCG18	0.413434849301102
0.00039060200234655	0.316598614738217	0.708	0.358	1	D1	IFITM1	0.316598614738217
0.000394049127384162	0.549001526062247	0.708	0.379	1	D1	CHML	0.549001526062247
0.000396511575809358	0.54030784299303	0.458	0.191	1	D1	SLC6A4	0.54030784299303
0.000400592414970157	0.341244966010261	1	0.971	1	D1	NACA	0.341244966010261
0.000407681351655211	0.296802094361251	0.667	0.298	1	D1	AGPS	0.296802094361251
0.000422651206669421	0.444730914511405	0.167	0.029	1	D1	PLA2G2A	0.444730914511405
0.000448014050495931	0.383612960266372	1	0.994	1	D1	RPL18	0.383612960266372
0.000450685753976528	0.343253945620349	0.667	0.347	1	D1	BLNK	0.343253945620349
0.000482323618861457	0.292784971108713	0.542	0.246	1	D1	SCARA3	0.292784971108713
0.000486020292368197	0.404509901653134	1	0.994	1	D1	TPT1	0.404509901653134
0.00048613554702132	0.44657086532108	0.917	0.653	1	D1	NECTIN4	0.44657086532108
0.000495630129284428	0.356449258329278	0.792	0.442	1	D1	SBF2	0.356449258329278
0.000571769481223124	0.528635215840254	0.958	0.731	1	D1	TPD52L1	0.528635215840254
0.000594611512316316	0.423620604750957	0.917	0.769	1	D1	EIF3M	0.423620604750957
0.000611176295901789	0.523310650286684	0.917	0.751	1	D1	B4GALT1	0.523310650286684
0.0006699171983666	0.384052466639908	0.833	0.569	1	D1	SMIM30	0.384052466639908
0.000717275138732056	0.618153281056097	0.917	0.731	1	D1	CD55	0.618153281056097
0.000775873825421423	0.254948040268926	0.542	0.231	1	D1	CNTN4	0.254948040268926
0.000810092863373508	0.381685215451315	0.875	0.546	1	D1	KAT6A	0.381685215451315
0.000811955589603653	0.400582422857985	0.542	0.257	1	D1	PTGES	0.400582422857985
0.000812229567466018	0.306957709856993	0.833	0.584	1	D1	DNAJC2	0.306957709856993
0.000836928759428355	0.459589332181029	0.75	0.408	1	D1	RND3	0.459589332181029
0.000863629084526545	0.386202734630803	0.75	0.422	1	D1	BCL9L	0.386202734630803
0.000878397240680478	0.396908166554175	0.583	0.286	1	D1	BTG3	0.396908166554175
0.000888587808539286	0.451659604366081	0.75	0.442	1	D1	GTF3C4	0.451659604366081
0.000898349282165062	0.32855511181436	0.667	0.384	1	D1	ETV3	0.32855511181436
0.000911286342676138	0.301339414663248	1	0.734	1	D1	RERG	0.301339414663248
0.000917514564836564	0.494331104594042	1	0.988	1	D1	RPL7	0.494331104594042
0.000929186875141126	0.274252930035166	0.458	0.182	1	D1	SUSD4	0.274252930035166
0.000975466951089016	0.360032853121318	0.875	0.543	1	D1	NUDT4	0.360032853121318
0.00101153087114036	0.438057184720343	1	0.882	1	D1	MRPS34	0.438057184720343
0.00104609762078932	0.314506633603414	0.958	0.642	1	D1	CRK	0.314506633603414
0.00105933121715577	0.381916016075754	0.917	0.633	1	D1	SDF2	0.381916016075754
0.00106937211136296	0.755346495223615	0.875	0.616	1	D1	CEMIP2	0.755346495223615
0.00109953281609282	0.419983645360866	0.875	0.647	1	D1	TMEM63A	0.419983645360866
0.00110763634430433	0.34822566176278	0.958	0.647	1	D1	IER5	0.34822566176278
0.00113797340366396	0.40056949609271	1	0.928	1	D1	UQCRB	0.40056949609271
0.00116098949699829	0.589991116248973	0.875	0.688	1	D1	LITAF	0.589991116248973
0.00117754579343032	0.452579608897495	0.792	0.529	1	D1	COMMD2	0.452579608897495
0.0011821898100365	0.465503412427126	0.167	0.032	1	D1	SAA1	0.465503412427126
0.0012302294668542	0.653720302405287	1	0.991	1	D1	HNRNPU	0.653720302405287
0.00125706962318116	0.265388329090651	0.75	0.434	1	D1	MAGOHB	0.265388329090651
0.00126652412751546	0.262492756633945	0.542	0.246	1	D1	PTPN14	0.262492756633945
0.00131440361797906	0.393137684584325	0.542	0.283	1	D1	SULT2B1	0.393137684584325
0.00134936423020351	0.382026790561386	0.75	0.454	1	D1	CAB39L	0.382026790561386
0.00136830564014397	0.585951158439456	0.833	0.679	1	D1	PLK2	0.585951158439456
0.00142911175830793	0.379556201065332	0.875	0.529	1	D1	CARMIL1	0.379556201065332
0.00146607346550423	0.293582835997884	0.833	0.584	1	D1	HES4	0.293582835997884
0.00146681266123542	2.27414306866819	0.25	0.072	1	D1	S100A8	2.27414306866819
0.00147501170104362	0.355299592708685	0.792	0.465	1	D1	MYEF2	0.355299592708685
0.00160554097256097	0.389055392376686	0.917	0.766	1	D1	POLR2J3.1	0.389055392376686
0.00163997135859702	0.389385893792666	0.583	0.257	1	D1	KRT23	0.389385893792666
0.00165678421430475	0.280620660499828	0.292	0.092	1	D1	CCDC68	0.280620660499828
0.00165820549211597	0.84125636767428	0.625	0.353	1	D1	NCOA7	0.84125636767428
0.00170687453587331	0.302600112305099	0.625	0.335	1	D1	ERV3-1	0.302600112305099
0.00171180728294272	0.342871528135522	0.708	0.419	1	D1	TRIP10	0.342871528135522
0.00175975923685397	0.266091236107914	0.75	0.419	1	D1	PRAG1	0.266091236107914
0.0017691763471236	0.646570286785022	0.125	0.02	1	D1	CRISP3	0.646570286785022
0.00180694222566492	0.609933994549152	0.792	0.584	1	D1	PDZK1IP1	0.609933994549152
0.00198048280616726	0.313777297796412	0.667	0.405	1	D1	FRMD4B	0.313777297796412
0.00198881479903821	0.487410587942011	0.75	0.532	1	D1	LYPD6B	0.487410587942011
0.00200271803666781	0.265115863837593	0.5	0.243	1	D1	CA8	0.265115863837593
0.00202434909623086	0.793925082453973	1	0.91	1	D1	TSC22D1	0.793925082453973
0.00207130908097865	0.381522272685424	1	0.986	1	D1	RPL7A	0.381522272685424
0.00214661447928377	0.278688370076883	0.708	0.382	1	D1	FBXO34	0.278688370076883
0.00218383723184743	0.340393528762403	1	0.991	1	D1	RPS21	0.340393528762403
0.00222227661695608	0.363935107102065	0.958	0.734	1	D1	DEGS1	0.363935107102065
0.00236940082784488	0.330927191881938	0.792	0.587	1	D1	MAP3K2	0.330927191881938
0.00237708944268898	0.293507476919087	0.5	0.237	1	D1	DCDC2	0.293507476919087
0.00241388438228217	0.327142324152733	0.792	0.517	1	D1	GAPVD1	0.327142324152733
0.00243056033531762	0.330630143634082	0.917	0.714	1	D1	BRD4	0.330630143634082
0.00248951125011633	0.280214251388329	0.583	0.315	1	D1	UBE3B	0.280214251388329
0.00260629756364325	0.652591181047232	0.958	0.91	1	D1	ZFP36L1	0.652591181047232
0.00263064415874058	0.307412217355231	0.458	0.225	1	D1	RASAL2	0.307412217355231
0.00264297655905226	0.332812930566161	0.833	0.569	1	D1	EPS8L2	0.332812930566161
0.00265732024735113	0.494703642627688	1	0.977	1	D1	S100A11	0.494703642627688
0.00268134613585945	0.48072296789251	0.958	0.945	1	D1	VAPA	0.48072296789251
0.00269029893316129	0.25025470474975	0.458	0.214	1	D1	CENPF	0.25025470474975
0.00286246398365035	0.273291950829148	0.667	0.41	1	D1	TRIM38	0.273291950829148
0.00291267017212879	0.25332353616388	0.583	0.301	1	D1	CCDC93	0.25332353616388
0.00291597872036966	0.287768125543563	0.917	0.679	1	D1	STT3B	0.287768125543563
0.00298113086268899	0.401471886312738	0.833	0.734	1	D1	HNMT	0.401471886312738
0.00298490897446534	0.331384534598483	1	0.991	1	D1	RPS28	0.331384534598483
0.00298583138226714	0.331787396409566	0.333	0.13	1	D1	PLCB4	0.331787396409566
0.0030136047842296	0.34823191844348	0.708	0.41	1	D1	AK5	0.34823191844348
0.00301542231789384	0.535353223210695	0.75	0.566	1	D1	RC3H1	0.535353223210695
0.00305115953987527	0.353115977437155	0.625	0.373	1	D1	CASP4	0.353115977437155
0.0031887685702144	0.286176670445758	0.667	0.373	1	D1	TMEM79	0.286176670445758
0.00329547573916878	0.323551607459348	0.917	0.673	1	D1	EMC10	0.323551607459348
0.00330387988541152	0.284094452423859	1	0.763	1	D1	TAF1D	0.284094452423859
0.00332111772184367	0.512372494108714	0.792	0.546	1	D1	USP53	0.512372494108714
0.00333265157708157	0.754690205836039	0.75	0.494	1	D1	C5orf30	0.754690205836039
0.00341320290313163	0.385143376033838	1	0.986	1	D1	RPL29	0.385143376033838
0.00350804359900289	0.306539617470772	0.917	0.763	1	D1	CYC1	0.306539617470772
0.00357216922886223	0.283290797604309	0.542	0.28	1	D1	TTLL7	0.283290797604309
0.00362299032324071	0.273760785762381	0.458	0.217	1	D1	TXLNB	0.273760785762381
0.00362301921470904	0.566894102569423	0.958	0.882	1	D1	SCCPDH	0.566894102569423
0.00364965677771843	0.276112583892013	0.708	0.445	1	D1	EIF2D	0.276112583892013
0.00366623714279365	0.296956576165735	0.833	0.613	1	D1	TGIF1	0.296956576165735
0.00371227228466448	0.541539794530323	0.875	0.74	1	D1	DICER1	0.541539794530323
0.00371387598403011	0.288998573531525	0.667	0.408	1	D1	KAT7	0.288998573531525
0.00376192689522367	0.352939040964568	0.833	0.535	1	D1	SDC1	0.352939040964568
0.0037630478515007	0.315764952912433	0.625	0.376	1	D1	SAMD9L	0.315764952912433
0.00376710315451021	0.374937291120734	0.875	0.65	1	D1	NIFK	0.374937291120734
0.00395851960031743	0.4163813063292	0.458	0.228	1	D1	IRX1	0.4163813063292
0.00396955790684217	0.351812780714339	1	0.957	1	D1	RPL36A	0.351812780714339
0.00401401004896966	0.3078781110889	0.958	0.827	1	D1	ATP6V1F	0.3078781110889
0.00401803267405818	0.305711127517068	0.625	0.327	1	D1	CD14	0.305711127517068
0.00407037890693465	0.416026854379309	0.708	0.543	1	D1	IFNGR1	0.416026854379309
0.00411708101852314	0.341590964626429	0.792	0.529	1	D1	TCERG1	0.341590964626429
0.00412585958082811	0.597972975308371	0.208	0.061	1	D1	SLC34A2	0.597972975308371
0.00420471575822713	0.678751210066998	0.333	0.136	1	D1	KRT15	0.678751210066998
0.00420832534177651	0.388518153602893	0.542	0.286	1	D1	ANGPTL4	0.388518153602893
0.00422652755106954	0.346095385967118	1	0.988	1	D1	RPL36	0.346095385967118
0.00453245948586667	0.325523852480578	0.958	0.74	1	D1	IRF2BP2	0.325523852480578
0.00466008379993204	0.272831309671772	0.792	0.592	1	D1	KRCC1	0.272831309671772
0.00478736021098644	0.286717653117735	0.792	0.512	1	D1	CEP57	0.286717653117735
0.00509280070149081	0.335962025040637	0.333	0.133	1	D1	NTNG1	0.335962025040637
0.0051486185194517	0.313972464433106	1	0.988	1	D1	RPS6	0.313972464433106
0.00524875422015294	0.252974282114484	0.417	0.194	1	D1	TIPARP-AS1	0.252974282114484
0.00540813662181399	0.27577960008254	0.375	0.171	1	D1	NFIL3	0.27577960008254
0.00564049767393231	0.274519024076691	1	0.997	1	D1	RPL37A	0.274519024076691
0.00564169088371185	0.520120159245848	0.875	0.754	1	D1	RNF19A	0.520120159245848
0.00570913176719309	0.257140052937559	1	0.986	1	D1	RPL27A	0.257140052937559
0.00578781299866271	0.33498816056948	0.208	0.064	1	D1	ORM1	0.33498816056948
0.00584433940033333	0.363919593426869	1	0.939	1	D1	SET	0.363919593426869
0.00588138111620369	0.327026846824227	1	0.948	1	D1	ANXA2	0.327026846824227
0.00609438752286438	0.363878408008447	0.167	0.043	1	D1	INHBA	0.363878408008447
0.006137290845853	0.264756779538832	1	0.983	1	D1	RPL37	0.264756779538832
0.00646319394594866	0.318464185317544	0.625	0.382	1	D1	SYDE2	0.318464185317544
0.00664063317560804	1.0854112793466	0.583	0.376	1	D1	EGOT	1.0854112793466
0.00679842757680424	0.358635372051351	0.5	0.263	1	D1	AVL9	0.358635372051351
0.00688272385281546	0.257006872629417	0.5	0.266	1	D1	SAMD9	0.257006872629417
0.00698091712934994	0.317009569337822	0.792	0.488	1	D1	DESI2	0.317009569337822
0.0070461418017555	1.83840675865422	0.125	0.026	1	D1	PTN	1.83840675865422
0.00723696742379056	0.262159281843535	0.708	0.445	1	D1	METTL15	0.262159281843535
0.00724888478492219	0.585145270674718	0.917	0.829	1	D1	PNRC1	0.585145270674718
0.00759705357490727	0.314182816936935	0.417	0.197	1	D1	KMO	0.314182816936935
0.00774548801738291	0.372454646869508	0.917	0.714	1	D1	GATAD1	0.372454646869508
0.00790291176050293	0.336536901751036	0.667	0.439	1	D1	SDE2	0.336536901751036
0.00800983272290146	0.315945882481565	0.917	0.734	1	D1	BRI3	0.315945882481565
0.00805913167705016	0.373304483249428	1	0.974	1	D1	RBM39	0.373304483249428
0.00806063828343941	0.365548509912858	0.958	0.818	1	D1	STAU1	0.365548509912858
0.00828140951356513	0.317434538596095	0.958	0.887	1	D1	RAB25	0.317434538596095
0.00854486549567488	0.491139474599743	1	0.847	1	D1	LGALS3	0.491139474599743
0.00901602201035773	0.275236448817391	0.5	0.246	1	D1	FN3K	0.275236448817391
0.0091259474464763	0.293095009925469	0.917	0.818	1	D1	ZFAND5	0.293095009925469
0.00931629878741465	0.431471983404758	1	0.991	1	D1	RPS2	0.431471983404758
0.00960045162180822	0.489004322011357	0.958	0.89	1	D1	IFITM3	0.489004322011357
0.00965979639730297	0.337926060520939	0.917	0.763	1	D1	IFNGR2	0.337926060520939
0.00971084171621986	0.302448348046965	0.958	0.841	1	D1	CHMP3	0.302448348046965
0.009878020335741	0.375157063625611	0.875	0.691	1	D1	EEA1	0.375157063625611
2.01765541022615e-38	1.00624474500996	0.766	0.092	4.35611803067826e-34	D2	WNT11	1.00624474500996
1.64729970744833e-37	1.83538804588689	0.87	0.171	3.55652006838095e-33	D2	HPGD	1.83538804588689
3.41612789067126e-33	4.05792188894012	0.896	0.283	7.37542011595925e-29	D2	CPB1	4.05792188894012
9.53602902182435e-32	1.63056314838483	0.948	0.345	2.05882866581188e-27	D2	LGALS1	1.63056314838483
4.05720372876994e-31	2.26158345721109	1	0.904	8.75950285041431e-27	D2	WFDC2	2.26158345721109
1.23842490237271e-30	1.835778802986	1	0.98	2.67375936422268e-26	D2	TMSB4X	1.835778802986
3.8531605209138e-30	1.51434027285837	0.909	0.324	8.3189735646529e-26	D2	AMIGO2	1.51434027285837
7.61145240725626e-28	0.652968146835576	0.494	0.031	1.64331257472663e-23	D2	EPHA3	0.652968146835576
5.30930981572428e-26	0.678997168530426	0.727	0.137	1.14627998921487e-21	D2	PCDH7	0.678997168530426
9.09694758004825e-26	1.0995679021047	0.831	0.266	1.96403098253242e-21	D2	HEPACAM2	1.0995679021047
1.82414437711645e-24	0.347309259794654	0.364	0.007	3.93832771019441e-20	D2	CHRNA9	0.347309259794654
9.28937688677857e-24	1.15755408815985	0.896	0.362	2.00557646985549e-19	D2	CEACAM6	1.15755408815985
1.89819480069693e-23	1.75347396758304	0.909	0.478	4.09820257470467e-19	D2	VPS50	1.75347396758304
2.38876573194439e-23	0.830237549788763	0.987	0.628	5.15734521526793e-19	D2	ARPC1B	0.830237549788763
4.89398107114735e-23	1.0064596922774	0.766	0.181	1.05661051326071e-18	D2	S100A9	1.0064596922774
6.22270868018934e-23	0.483958327813143	0.675	0.13	1.34348280405288e-18	D2	IRX1	0.483958327813143
2.01795047437301e-22	0.808557525106207	0.805	0.28	4.35675507417133e-18	D2	CTSS	0.808557525106207
2.41529314522734e-22	1.03407869696154	1	0.778	5.21461790054583e-18	D2	IFITM2	1.03407869696154
4.61816891491199e-22	0.815338555905006	0.805	0.28	9.97062668729499e-18	D2	SULF2	0.815338555905006
4.97399957362308e-22	1.15668510466999	1	0.942	1.07388650794522e-17	D2	CYB5A	1.15668510466999
5.7448089904544e-22	1.0180411564791	1	0.973	1.24030426103911e-17	D2	S100A11	1.0180411564791
8.54170244122644e-22	1.18432208657234	1	0.802	1.84415355706079e-17	D2	PYCARD	1.18432208657234
1.70911802680946e-21	1.91526462449876	0.948	0.427	3.68998581988163e-17	D2	PYDC1	1.91526462449876
4.57156996015017e-21	0.833272263602278	0.974	0.799	9.87001954396422e-17	D2	CYBA	0.833272263602278
8.15753661133485e-21	0.780056805938878	0.584	0.109	1.76121215438719e-16	D2	SLC6A4	0.780056805938878
8.67791384817074e-21	0.480226050015143	0.74	0.171	1.87356159982006e-16	D2	SLC28A3	0.480226050015143
1.06197022957985e-19	1.95843538837409	1	0.942	2.29279372566291e-15	D2	COX6C	1.95843538837409
1.4854906627191e-19	0.729974024321575	0.61	0.15	3.20717434081054e-15	D2	PCED1B	0.729974024321575
1.58262891452896e-19	0.923334694952924	1	0.976	3.41689582646801e-15	D2	TMSB10	0.923334694952924
1.72523449149675e-19	0.7952630804912	0.701	0.212	3.72478126714148e-15	D2	MRPS30-DT	0.7952630804912
2.23576995769736e-19	1.99960430425707	0.571	0.116	4.8270273386686e-15	D2	PEG10	1.99960430425707
3.29836708690982e-18	0.814001225691982	1	0.887	7.1211745406383e-14	D2	TMEM205	0.814001225691982
3.86465189277701e-18	0.922198828777736	1	0.713	8.34378343650557e-14	D2	CITED4	0.922198828777736
4.89491391994857e-18	0.997433534092879	0.987	0.935	1.0568119153169e-13	D2	SMIM22	0.997433534092879
1.44792897461145e-17	0.748915281317872	0.987	0.908	3.12607865618612e-13	D2	UQCR11	0.748915281317872
3.26058827542542e-17	0.941965405774059	0.883	0.526	7.03961008664348e-13	D2	BACH1	0.941965405774059
5.08198258904485e-17	0.836765126766022	0.974	0.85	1.09720004097478e-12	D2	BST2	0.836765126766022
9.13776450852127e-17	0.561250752141457	0.766	0.28	1.97284335738974e-12	D2	COX7A1	0.561250752141457
9.52747749536108e-17	1.01273589223014	0.688	0.246	2.05698239124846e-12	D2	CHI3L2	1.01273589223014
9.84871862131103e-17	0.770746689232769	0.805	0.352	2.12633835034105e-12	D2	TSPAN1	0.770746689232769
1.37757470821292e-16	1.0835335071704	0.584	0.154	2.9741837950317e-12	D2	C8orf34	1.0835335071704
